text,labels
"WEYMOUTH, MA — One person was injured in a hit-and-run crash at the intersection of Main and Middle streets Monday. Police tell the Patriot Ledger the head-on crash took place at 6 p.m. One of the cars fled towards Main Street. The driver of the other car sustained non-serious injuries. If you have any information about this incident, you are asked to call the Weymouth Police Department at 781-335-1212. Image: File Photo",0
"Officers from the Moon Township-based West Hills DUI Task Force arrested more than a dozen people for drug and alcohol-related offenses on Saturday during a sobriety checkpoint. Police in Moon, Robinson, Kennedy, Coraopolis, Findlay, North Fayette and other departments took part in the effort. The operation, in conjunction with the Pittsburgh Police Department, was conducted from 11 p.m. to 4 a.m. on Steubenville Pike in Robinson.",0
Moon Township Police made the following recent arrests and responded to the following incidents. Each item is a reflection of police records and does not indicate guilt or a conviction.,0
"A gas station attendant was allegedly pepper sprayed in the face and subsequently robbed, Mt. Olive Township Police said. Police responded to the Exxon gas station on Route 206 at 11:01 p.m. Sunday night for a report of robbery, Officer Michael Russell said. When police arrived on scene they found and employee of the gas station, a 59-year-old man, had been pepper sprayed in the face, Russell said. The victim told police he was closing up for the night when a white man, about 510, approximately 30-years-old, was holding a black umbrella and approached him, Russell said. The man then allegedly pepper sprayed the employee and demanded money, which the victim handed over, Russell said. The alleged robber then fled in an unknown direction. The investigation is ongoing and Mt. Olive Police are asking anyone with information to contact them at 973-691-0900, ext. 7203.  Subscribe to a free email newsletter and breaking news alerts by clicking on the Patch town name: Long Valley • Mendham-Chester • Morristown • Parsippany • Hackettstown • Morris Township • Jefferson • Hopatcong-Sparta • East Hanover-Florham Park • Madison • Chatham • Montville • Tri-Boro",0
"NAPA - A 22-year-old man in a Napa homeless camp stabbed an older man he was apparently dating late Monday night, and has been charged with attempted murder. Napa resident Jeffrey Alexander Funes was arrested when he returned to the camp as officers were processing the crime scene. Just before 11 p.m., officers were sent to a report of a stabbing in the 500 block of Lincoln Avenue. When they arrived, they found a 51-year-old man on a residential porch, bleeding from a stab wound to the stomach. The homeowner did not know the victim, who was transported to Queen of the Valley Medical Center, where police say he was treated for his wound. At last report, the stabbing victim is recovering in the ICU. Police say initially the victim was uncooperative on the porch with officers, but provided a statement at the hospital. The victim told officers that he and Jeffrey Funes are in a dating relationship and live together in a homeless camp in the area. According to Napa police, the victim told them Funes stabbed him in the stomach with a large knife while in their camp. Funes immediately left the area, according to the statement, and the victim went to the residential house for help. Napa officers went to the camp site where the incident occurred to process the crime scene. Moments later, Funes returned to the camp and was taken into custody. A knife was located in the camp site and police say Funes identified it as the one he used to stab the victim. During the interview with officers, police say Funes admitted to the stabbing and said it was planned. Authorities found out that Funes has two current Napa County probations with terms including obey all laws and search and seizure. Jeffrey Alexander Funes was booked at the Napa County Department of Corrections.",0
"SAN JOSE - A Santa Clara police officer was convicted Monday of indecent exposure at a high-end San Jose store last year. A Santa Clara County Superior Court jury found Thomas Leipelt, 46, guilty of the single misdemeanor charge today after a three-day trial before Judge Paul Bernal at the Hall of Justice in San Jose. Leipelt was off-duty when he exposed himself to an employee at Annieglass, a luxury glassware store at Santana Row Shopping Center, while visiting his girlfriend on May 15. You always have to respect the jury in their verdict but Im very, very disappointed and just having a hard time understanding how they came to that conclusion given what happened in the trial, Leipelts attorney Cameron Bowman said after todays verdict. Bowman said he plans to ask the court for Leipelt to be released and will appeal the verdict. Leipelt was placed into custody and is scheduled for sentencing on Wednesday, when he faces up to a year in county jail, Bowman said. Leipelt could also be required to register as a sex offender for life. The employee who made the complaint testified that she went to retrieve documents from a printer in the stores back room, where she saw Leipelt naked and masturbating. The employee said Leipelt asked her to come here but she refused and stepped back out to the payment counter. Leipelts then-girlfriend, who was the only other person working at the store, was speaking to friends at the front of the store when the incident occurred and repeatedly apologized to the employee. The victim said she informed her boss of the incident two days after and reported the incident to police later that month. Leipelt had testified that he was partially clothed and the employee walked in on him using the bathroom. Bowman argued last week that the victims testimony was unreliable and she failed to inform the court of a restraining order she filed in 2009 for indecent exposure. Leipelt has worked with Santa Clara police for 15 years and was placed on paid administrative leave in May, Santa Clara police Lt. Kurt Clarke said. The police administrative investigation into Leipelt can now be finalized with the criminal case coming to a close, Clarke said. Santa Clara County Deputy District Attorney Lindsay Walsh, who was the prosecutor on the case, said she thought the verdict was fair. Walsh said Leipelts story was completely unbelievable and the victims account has been consistent. -Bay City News, image via ShutterStock",0
"STAFFORD, CT — A 53-year-old Stafford resident has been charged in a neglect case that included a hypothermic child living in a home with 35-degree interior temperatures, an arrest warrant indicates. The investigation was initiated in December, when a Stafford Ambulance crew was sent to 18 West End St. in Stafford for a possible overdose. Vanessa Laskow was in the home, confused and unable to walk, and she admitted taking Klonopin and Codeine, according to a warrant. The home was unkempt and canine feces was located inside the house, according to a warrant. Parts of the home had an odor of spoiled food, according to a warrant. The inside temperature was 35 degrees and residents told authorities the home had been without heat for some time, according to a warrant. A wood stove was in the home but no wood was present, according to a warrant. The ambulance crew was concerned that a 7-month-old was hypothermic. A pillow had a bottle propped up in what seemed like a system for the youngster to feed himself, according to a warrant. Authorities said in a warrant the home was unfit for an infant. She apparently obtained the Klonopin from a relative who has schizophrenia, according to a warrant. Lawkow was charged with second-degree reckless endangerment and risk of injury to a child, according to a warrant. She is due in court in May 14, state police said. Photo Credit: Chris Dehnel To sign up for Stafford and Willington news alerts and more, click here.",0
"Noises coming from downstairs alerted an Oak Forest couple about a short burglar who was trying to break into their home earlier this week. A 49-year-old woman who lives in the 15000 block of Mission Avenue woke up to answer a text message at about 4 a.m. on Nov. 18, the report states said. While answering the text, the woman heard a noise coming form downstairs and asked her 60-year-old husband to check it out, the report states. Thats when the husband spotted a short man holding a flashlight who was trying to pry open one of their windows with a small putty knife. The husband yelled at the burglar, he immediately ran away through the backyard, the report states. He left behind the putty knife still stuck in the window. At the same time, the wife was looking outside the upstairs bathroom window when she spotted the short burglar running across an open field near their home, the report states. A few seconds later, the headlights of a vehicle parked nearby came on. The man said he would press charges if the perpetrator could be found.",0
"NORTH BAY, CA -- Police in Sonoma County are looking for a man whos suspected of starting a Dumpster fire at a Petaluma 7-Eleven. At about 11:45 pm on Sunday, Feb. 26, officers were dispatched to an arson investigation at the 7-Eleven located at 2000 Lakeville Highway in Petaluma. A male subject was seen arriving in the parking lot of the convenience store in a new model red four door sedan, exiting the vehicle and setting the contents inside the Dumpster on fire and then leaving before police arrived. The Petaluma Fire Department also responded to the scene and extinguished the blaze. The suspect in the case is described as a white male adult, about five feet ten inches tall in his mid-to-late 20s, described as clean shaven with dark brown hair, and wearing a long white sleeve shirt and black pants. Anyone with information regarding the identity of the suspect is asked to contact Petaluma Police Officer Matthew Parnow at (707) 778-4372 and reference case number 17-1027. Images via Petaluma police",0
"RENTON, WA - Police are asking for the publics help locating Anthony Weeks, 62, a dementia patient. Weeks was last seen around 5 p.m. Monday. Police described him as a black male, 63, 200 lbs, with brown eyes, short salt-and-pepper hair, and a thin gray mustache. He was last seen wearing a black jacket, black pants, a black beanie hat, and white and blue sneakers. If you see Weeks, call 911. (For more local news, click here to sign up for real-time news alerts and newsletters from Renton Patch, click here to find your local Washington Patch. Also, follow us on Facebook, and if you have an iPhone, click here to get the free Patch iPhone app.) Image via Patch",0
"Richland Countys Financial Crimes Unit investigators arrested 10 suspects and are looking for eight more in connection with a tax refund scam operation. Investigators say in 2012 a tax preparer at M&M Tax Service falsified W-2 forms for people she recruited by claiming those people made between $19,000 and $25,000 during the year 2011. By falsifying the forms, police say people were able to receive a 2012 tax refund between $5,000 and $9,000. The tax preparer was identified as 30-year-old Quasheda Parker also known as Quasheda V. Jacobs. Investigators contacted all the employers listed on the fraudulent W-2 forms and obtained documentation from those businesses that verified the suspects did not work for the companies listed, according to a release. In some cases, a suspect did work for the company but their 2011 gross wage was far below what the fake W-2 showed, the release said. The following people were arrested on forgery charges: Investigators are looking for the following people on charges of foregery: Anyone with information about the tax scam should call Crimestoppers at 1-888-CRIME-SC. If anyone has been a victim of a scam, contact the Richland County Sheriffs Departments Financial Crimes Unit at 803-576- 3063.",0
"PALM DESERT, CA - A man likely drowned in a swimming pool at a Palm Desert home Thursday morning, the Riverside County Fire Department reports. The incident was reported about 9 a.m. at a home in the 46000 block of Ocotillo Drive. CAL FIRE/Riverside County Firefighters responded to a report of an adult male found at the bottom of a chlorine pool ... Fire Department Spokeswoman Jody Hagemann said. Firefighters arrived on scene and confirmed one victim perished at the scene. The Riverside County Sheriffs Department is investigating the death, but no further information surrounding the drowning was immediately available Thursday morning. Patch file photo",0
"The following individuals were charged and scheduled for preliminary hearings Sept. 4 in Robinson District Court: Glenn Chisar, 48, of Pittsburgh, was charged with careless driving, accidents involving damage to attended vehicle and driving on a suspended license. Charges against him were moved to traffic court. He was arrested in Robinson on April 13, according to court documents. Craig Arasniewicz, 27, of Pittsburgh, was charged with two counts of drunken driving and following another vehicle too closely. Charges were waived for court. He was arrested in Robinson on July 8. A formal arraignment is scheduled for Oct. 18. Kimberely George, 48, of Pittsburgh, was charged with possession of a controlled substance, possession of drug paraphernalia and retail theft. The charge of drug paraphernalia was withdrawn. Other chages were waived for court. George was arrested in Robinson on June 24. A formal arraignment is scheduled for Oct. 18. Robert Stack, 21, of Coraopolis, was charged with possession of a controlled substance and possession of drug paraphernalia. The charge of possession of drug paraphernalia was withdrawn. Other charges were awaived for court. Stack was arrested in Robinson on June 29. A formal arraignment is scheduled for Oct. 18.",0
"Benny Ray Looney was driving a 2005 Chevrolet Monte-Carlo westbound on Gibsonton Dr. on Friday night when the car went off the road just before Mathog Road, according to Hillsborough County Sheriffs deputies. The car sideswiped two utility poles and vaulted across a wide ditch, according to a press release. It came to rest next to a home at 9622 Hagadorn Rd. It did not damage the home. Looney, 66, of Gibsonton, was as taken to General Hospital, where  he died several hours later. Authorities suspect alcohol played a role in the incident. Looney was not wearing a seatbelt. The incident remains under investigation.",0
"From Euclid PD: The Euclid Police Department (Cuyahoga County) has adopted and implemented state standards established by the Ohio Collaborative Community-Police Advisory Board as part of the states efforts to strengthen community and police relations. More than 400 agencies employing over 23,000 officers (or 70 percent of all law enforcement officers in Ohio, including agencies and officers in most of Ohios metropolitan areas) are either certified or in the process of becoming certified by meeting standards for the use of force, including deadly force, and agency recruitment and hiring. The standards are the first of their kind in Ohio and were developed by the Collaborative in August 2015. The state has partnered with the Buckeye State Sheriffs Association and the Ohio Association of Chiefs of Police to help certify Ohios nearly 1,000 law enforcement agencies on a process to ensure that they are in compliance with Ohios new standards. The first list of all Ohio compliant agencies will be published in March 2017. For more information on the Ohio Collaborative, the certification process for law enforcement and the complete list of agencies who have been certified, please visit: http://www.ocjs.ohio.gov/ohiocollaborative/ Image via Pixabay",0
"ELGIN, IL — Elgin Community College is getting a new police chief as longtime St. Charles Deputy Police Chief Dave Kintz accepted the position at the college. Kintz said hes looking forward to the new job, Kane County Connects reported, as he thanked local media for their part in keeping citizens informed. Kintz used to be the St. Charles police departments public information officer, acting as the buffer between the police department and journalists. Connects reported him as saying the most difficult case of his career was the Coffland shooting earlier in March 2017, in which a man shot and killed his two daughters, shot his wife in the leg then turned the gun on himself. I always tell people who watched the coverage and followed the articles that working with all of you was the easiest part of the entire case, he told area journalists. I appreciate the patience and professionalism you extended to me knowing that this was a high profile case that garnered national attention. My goal has always been to get you the information you need quickly and accurately. I always tried to be open and responsive to all of your requests, knowing that all of us just had a job to do, he wrote, Kane County Connects reported. I hope that came across in my service levels, whether it was an on-camera interview, simply checking on the status of a case, or an after-hours response for crash information, I tried to assist where I could. Article image via Shutterstock",0
"NEWARK, NJ — A 15-year police veteran with the Newark SWAT was shot in his bulletproof vest during a raid at a Goodwin Avenue home on Saturday, suffering minor injuries. There was a 2-year-old present in the home at the time of the shooting, authorities say. Members of the Newark Police Department and its SWAT executed a search warrant around 6 a.m. at a basement apartment on the 100 block of Goodwin Avenue, according to the Newark Department of Public Safety. As members of the SWAT breached the door leading to the basement, someone fired a shot from the inside of the home, striking an officer in his bulletproof vest, police said. The injured officers team members immediately arrested the suspected shooter, James Dennard, 22, authorities stated. Emergency responders transported the wounded officer to University Hospital, where he was treated for minor injuries, police said. Police recovered a handgun, marijuana scale and packaging materials from the residence, authorities said. Police charged Dennard with Unlawful Possession of a Weapon, Possession of a Weapon for an Unlawful Purpose, Possession of Prohibited Ammunition (extended magazine). Additional charges are pending, authorities said. I commend the officers from the Emergency Services SWAT for the way they handled the situation, especially because a 2-year-old child was in the house, Newark Public Safety Director Anthony Ambrose said. Keep updated with local public safety alerts at the Patch Newark Facebook page. Send local news tips and correction requests to eric.kiefer@patch.com File Photo: Newark Department of Public Safety",0
"SAINT PAUL, MN — A 10-year-old New Richmond, Wisconsin girl died while at Regions Hospital in Saint Paul after she was a hit by a car while riding her bike. New Richmond police said Morgan Greene collided with a 2016 Chevrolet Cruze at an intersection in town on Oct. 3 while she was not wearing a helmet. Greene was treated at the scene by emergency crews and was later airlifted to Regions Hospital. Nobody in the Chevrolet at the time reported any injuries, and the 40-year-old driver of the 2016 Chevrolet Cruze has been cooperative with the investigation, according to police. Early indications are that neither drugs nor alcohol were factors in the crash, authorities said. New Richmond Police Department Lieutenant Veronica Koehler announced on Facebook Saturday that Greene had died. The hearts of the New Richmond Police Department go out to all the people affected by this tragedy, Koehler said. The Greene family is requesting privacy at this time. Donate to the family here. (For more local news, click here to sign up for real-time news alerts and newsletters from Minnesota Patch, click here to find your local Minnesota Patch. Also, follow us on Facebook , and if you have an iPhone, click here to get the free Patch iPhone app.) Image via GoFundMe",0
"SANTA CLARA COUNTY, CA -- Police in Santa Clara are warning the public about a phone scam involving MoneyPak or GreenDot reloadable cash cards that has victimized some residents in the South Bay. According to police, scammers call victims and pose as city or federal employees. They tell the victims that they owe money for a traffic ticket, income tax, warrant or a late utility bill. The scammers then request immediate payment, and suggest that the easiest way to resolve the matter is to purchase a MoneyPak or GreenDot reloadable cash card, which can be purchased at a drug and or convenience store. According to police, the cards are similar to cash and are not traceable. Once the victim provides the suspect with the number on the back of the card, they can immediately download the value of that card anywhere in the world. According to police, no legitimate business would ask someone to make a payment this way. Anyone who receives a call like this should hang up and call the companys customer service phone number on their bill. Anyone with questions or concerns about this scam can contact the Santa Clara Police Department at (408) 615-4700. Bay City News contributed to this report/Image via Shutterstock Also See:",0
"MINNEAPOLIS, MN — Customers of Barbette, Bryant Lake Bowl, Pats Tap, Red Stag Supperclub, Tiny Diner and The Bird should expect to see a three percent service charge on their checks beginning on July 28. The eateries are part of Kim Bartmanns restaurant ecosystem, which has provided insurance coverage to staff members since 1993. All employees who work 25 hours a week can choose from four different tiers of health plans, and dental coverage. Staff pays 50 percent of the premium and the remainder is covered by the restaurant, according to the company. Weve all seen the articles about how tough it is to work in restaurants. Having health insurance is critical, even for young people who think that theyre invincible, Bartmann said in a statement. (For more local news, click here to sign up for real-time news alerts and newsletters from Minnesota Patch, click here to find your local Minnesota Patch. Also, follow us on Facebook, and if you have an iPhone, click here to get the free Patch iPhone app.) I have worked for Kim for 13 years. I happily chose serving as my career and it wouldnt have been possible if I hadnt been offered health insurance from my employer, says Jeri Casler, a server at Bryant Lake Bowl and Barbette. Bartmann said health insurance has been going up 20 percent to 30 percent a year for the last few years, and they cant continue to sustain those increases. Rather than just raising prices, we want to be transparent about our costs, she said. We think our customers will appreciate knowing that our workers have good quality, affordable health insurance. For Bartmann, providing health insurance to staff is an important part of her overarching vision of sustainability. All of our sustainability efforts -- solar panels, LEED certifications, composting, supporting local organic farms and permaculture, low-waste events -- are ultimately about human health, just like health coverage, notes Bartmann. Im committed to offering quality health insurance to our employees, whatever it takes. Bartmann sees a shifting landscape ahead for restaurants and customers, and service charges will be a part of it. We want to continue to take care of our staff and provide great food and experiences to our guests, notes Bartmann. To do that and be successful, I think well all have to get used to service charges. Image via Google Streetview",0
"A local chef will spend three years in jail for spitting in someones food. John Stagg, 33, of Independence Township, pled guilty to tampering with food last October at Kennedys Pub in Mt. Olive. He was on parole during the time of the incident, nj.com reported. At a hearing earlier this year, Stagg admitted that he spit on a customers roll after a dispute, but contended he never actually served the tainted food. Stagg said he was frustrated because the customer kept sending her plate back again and again, the report said. A co-worker of Staggs called police after she saw the incident, police said. Earlier this year in court, Stagg said the co-worker was out to get his job. The 51-year-old customer, from Lake Hopatcong, was notified of the incident, police said. The guilty plea is Staggs third conviction. He previously spent more than eight years in prison for a robbery conviction in Warren County. The jail sentence will run concurrent with a four-year term, the report said, after Stagg pleaded guilty to eluding police during a traffic stop in May 2011. At his last court appearance in April, Stagg rejected the three-year plea deal. Stagg was fired from Kennedys shortly after the incident occurred. Subscribe to a free email newsletter and breaking news alerts by clicking on the Patch town name: Long Valley • Mendham-Chester • Morristown • Parsippany • Hackettstown • Morris Township • Jefferson • Hopatcong-Sparta • East Hanover-Florham Park • Madison • Chatham • Montville • Tri-Boro",0
"Employees from a hair salon in New Baltimore rescued a 2-year-old girl wearing nothing but a diaper from walking across a heavily congested portion of the 36000 block of 23 Mile Road on Thursday morning. The were called just before 10 a.m. to do a health and safety check after receiving several complaint calls of a young, soaking wet child walking in the roadway, wearing only a diaper, according to a police-issued statement. Several motorists told police the child was about to walk across the street when employees from a nearby hair salon ran out and removed the child from the street and the rainy weather conditions. New Baltimore police said they were able to find the childs parents at their home just two blocks from where the child was found. EMS was called and looked over the child for any immediate medical needs. A joint investigation between the New Baltimore police and the Macomb Countys Child Protective Services Division has been launched.",0
"ELLICOTT CITY, MD — Seven drivers were charged with DUI overnight during a patrol focused on impaired drivers, the Howard County Police Department reported Saturday. Among them was a Nottingham resident. The legal blood alcohol limit for drinking and driving in Maryland is .08. These drivers were charged with driving under the influence (DUI), police said: People are reminded to designate a sober driver if they plan to drink while out. Anyone who sees an impaired driver is asked to call 911. The patrol in Howard County was funded by a grant, police said. The department is conducting patrols throughout the year as part of the Maryland Department of Transportations campaign called Toward Zero Deaths. Through high-visibility enforcement efforts, the initiative is designed reduce the number of motor vehicle crashes in which speed, alcohol and other driving violations are contributing factors. Image via Shutterstock.",0
"WOODBRIDGE, VA — A man is wanted for sexually assaulting a 12-year-old girl last week in the 13200 block of Occoquan Road, according to Prince William County Police. Hes described as Hispanic, around 20, 5-11 and 200 pounds with brown eyes and brown hair. He was last seen wearing black pants, a black jacket with blue stripes and a black hat. The victim told police last Wednesday that on the previous day, the acquaintance sexually assaulted her. Anyone with information is urged to call 703-670-3700. Images via Prince William County Police",0
"If youre going out to shovel the snow in Warren, the National Safety Council urges you to be cautious. An average of 11,500 snow shoveling-related injuries were treated yearly from 1990 to 2006, with nearly 100 deaths per year, according to a study by researchers at the Center for Injury Research and Policy of The Research Institute at Nationwide Childrens Hospital. Snow Shoveling Safety Tips If you are using a snow blower:   For updates, breaking news, and more from Patch, sign up for the morning newsletter by clicking here. More on Patch: Karen Wall contributed to this article.",0
