text,labels
"The Hermosa Beach Police Department is currently investigating a sexual assault of a minor victim.  On Wednesday, April 16 at approximately 8 p.m., the 13-year-old victim is believed to have been sexually assaulted in or about the Valley Park restroom at 2521 Valley Drive. The victim was physically restrained by the suspect as the victim tried to walk inside and use the restroom. The suspect then sexually assaulted the victim while physically overpowering them.  The victim reported the sexual assault the following day. The suspect is described as male, Caucasian, clean cut, in his 30s, and was approximately 6 feet tall. As the sexual assault involves a minor, the HBPD can legally only release limited information regarding the facts of the investigation. HBPD Detectives are actively working this case.  Due to the sensitive nature of this crime and the ongoing investigation, no further information will be released at this time. Public safety is paramount. The HBPD asks that the community is vigilant in reporting suspicious activity. Uniformed and undercover police officers are conducting directed/saturation patrols of Hermosa Beach parks. Citizens with information or questions should contact Detective Dean Garkow (310) 318-0348, dgarkow@hermosapolice.org. EDITORS NOTE: Since this incident, Manhattan Beach Police fielded a similar report from a boy in Manhattan Beach.",0
"Chip Somodevilla/Getty Images Protests in Charlottesville, Virginia, at Emancipation Park during the Unite the Right rally.

Chip Somodevilla/Getty Images Protests in Charlottesville, Virginia, at Emancipation Park during the Unite the Right rally.

ROCHESTER, N.Y. (WROC-TV) - Governor Andrew Cuomo wants New York State to take action after the violent demonstrations which turned deadly in Charlottesville, Va.

The Governor announced Tuesday he will be advancing legislation to add inciting to riot and rioting that targets protected classes to the states hate crimes law.

The Governor hopes that these changes, known as the Charlottesville provisions, will reaffirm that while peaceful demonstrations are allowed, New York will never tolerate advocacy or the incitement of imminent violence against protected classes within our communities.

The penalty for engaging in rioting would be increased from an E felony to a D felony and inciting to riot would be increased from an A misdemeanor to an E felony.

The ugly events that took place in Charlottesville must never be repeated, and in New York were going to stand united against hate in all of its forms, Governor Cuomo said. Our diversity is our strength and this legislation will help protect New Yorkers and send a clear signal that violence and discrimination have no place in our society. New York is one community and one family, and we will never stop fighting to ensure the safety and equal treatment of all New Yorkers.

Gov. Cuomo is also asking for the Human Rights Law in New York State to be expanded to protect all students.

Currently the law only protects private school students and, if a student from a public school is discriminated against, they dont have a claim.",1
"This article may contain triggers for victims of hate crimes.

Trans actress Laverne Cox emphasized on Sunday that jokes about violence towards trans people can be seriously dangerous for the community, responding to a viral clip of stand-up comic Lil Duval saying he would “kill” a trans woman if he discovered he had sex with her.

“Some folks think it’s ok to joke about wanting to kill us,” Cox wrote on her Twitter account Sunday. “We have free speech but that speech has consequences and trans folks are experiencing the negative consequences with our lives. It hurts my spirit cause this isn’t funny. Our lives matter. Trans murder isn’t a joke.”

Activists and allies for the trans community are upset after Lil Duval’s remarks from a Friday “Breakfast Club” interview went viral over the weekend. In the interview, host DJ Envy asked Lil Duval what his reaction would be if he found out he slept with a trans woman.

“This might sound messed up and I don’t care: she dying,” Duval told the radio show’s three hosts.

Duval also told the hosts that when it comes to transgender women, “that ain’t a girl, that’s a boy.” He told the hosts that he felt there should be repercussions for that type of “manipulation” but until then, Duval would have his own. When host Charlamagne Tha God jumped in and tried to tell the comedian he couldn’t go around killing trans women, Duval made an poor clarification.

“I didn’t say I was gonna kill transgenders,” Duval attempted to backtrack. “I said, if one did that to me, and they didn’t tell me, I’mma be so mad I’d probably kill them.”

After taking several deep breaths I just got teary thinking about all my sisters experiencing violence, beaten, raped, murdered and some https://t.co/QyNXp11ysL — Laverne Cox (@Lavernecox) July 30, 2017

Host Angela Yee told him he should be “politically correct,” but Duval responded, saying that comedians shouldn’t have to be.

“That’s the good thing I like about being me,” he said. “I can say what I want and do what I want and people understand where I’m coming from. They understand I’m not coming from a place of malice. They know I’m just speaking my mind.”

Duval acknowledged on Sunday the growing backlash on his Twitter account, but refused to apologize or address the trending hashtag, #BoycottBreakfastClub.

A few days prior, the show brought Janet Mock on to discuss her role in the transgender community and educate listeners on her journey. Mock told the hosts about her previous partners, her childhood, and what makes being transgender different to sexual identity.

“So for me, it wasn’t about feeling I was attracted to men or being attracted to masculinity, it was about my own embodiment about how I wanted to show up, not just in bed but also in the world,” Mock told the hosts. “It was before I even had any consciousness of sexuality. I wasn’t thinking about being attracted to boys.”",1
"Details have emerged in the child predator undercover sting operation that was carried out over the weekend by former To Catch a Predator personality Chris Hansen in cooperation with the Fairfield Police Department and the States Attorneys Office. Fairfield Police arrested 10 men, from ages 19 to 64, in the four-day operation in which the men went to a Fairfield house allegedly to meet up with someone they believed was either a 13-year-old boy or a 12-year-old girl they had been communicating with via the Internet and text messages. The Fairfield Citizen breaks down how the operation unfolded and has details of the arrests, including the case of Stephen Buchanan, 27, of Stratford, who is a member of the Connecticut National Guard and fought in Iraq. Police told the Citizen that Buchanan allegedly tried to convince the Fairfield University student who portrayed the girl to get into his car, where officers later found a black bag containing a loaded gun, a roll of duct tape, a knife and a box of condoms. David N. Tiriolo, 31, of East Village Road in Shelton, was arrested in the operation and told police he was medically unable to have sex, but police found a box of condoms in his car that he claimed were old, according to the Citizen. Another man who was arrested, Joshua Colon, 32, of Glendale, N.Y., allegedly admitted to police that he had previously sodomized a 15-year-old boy. Three other Connecticut men were arrested in the operation including Charles E. Lawrence, 59, Plesko Place, Fairfield; Jesse Velez, 28, Fairfield Avenue, Bridgeport and John M. Dupee, 40, Dover Street, Norwalk. Read the full list of arrests, charges, and how the operation unfolded at the Fairfield Citizen here.",0
"KENT, OH - Cecil Rotnem, 29, of Kent, has been charged with illegally possessing a firearm. Rotnem was previously convicted of domestic violence and was therefore barred from having a firearm. A federal grand jury indicted Rotnem, says Carole S. Rendon, US attorney for the Northern District of Ohio. Rotnem was previously convicted of domestic violence in 2009 in the Portage County Municipal Court. Rotnem allegedly had a Mossberg, model 500A, 12-gauge shotgun, the indictment says. He had the gun on him around the July 4th holiday through about July 11. The investigation preceding the indictment was conducted by the Bureau of Alcohol, Tobacco, Firearms and Explosives. The matter is being prosecuted by Assistant United States Attorney Jason M. Katz. Photo from Shutterstock",0
"Mugshots

Four teens in Maryland were charged with hate crimes after spray-painting racist graffiti at their high school last week, The Baltimore Sun reports.

Police arrested four senior students from Howard County, Maryland: Seth Taylor of Ellicott City; Tyler Curtiss of Brookeville; Joshua Shaffer of Mt. Airy; and Matthew Lipp of Woodbine. The four students are all 18 years old.

Workers at the Glenelg High School discovered the graffiti and reported it to the school resource officer, who recognized the four from a surveillance video that showed them spray painting, according to police in a statement.

The graffiti, which is racist, anti-Semitic and anti-LGBT, was found on the walls and sidewalks of the school. They also wrote that the school’s black principal, David Burton, was a “n***er.”

Dr. Michael Martirano, the Howard County Public School Superintendent, said they denounce “any type of hate” at a press conference last Thursday. “A hate crime against so many of our communities and goes completely against the values we share as a community,” he adds.

Authorities said that the suspects face “multiple counts of destruction of property based on race, color, religious belief, sexual orientation, or national origin.” They were booked at the Howard County Detention Center.

Watch the video below:",1
"Thank you for reading 10 free articles on Fredericksburg.com. You can come back at the end of your 30-day period for another 10 free articles, or you can purchase a subscription and continue to enjoy valuable local news and information. You can come back at the end of your 30-day period for another 10 free articles, or you can purchase a subscription and continue to enjoy valuable local news and information.

Please click Sign Up to subscribe, or Login if you are already a member.

Please click below to Get Started.

If you are a current 2-day or more subscriber to the Free Lance-Star newspaper you are granted an all-access pass to the website and digital newspaper replica.",1
"Gay soccer fans are more than just intimated by chants being yelled at games, they are downright scared of them.

OutSports reports that two fans; one from Oklahoma, the other from San Diego left the games not only discouraged but emotionally scarred after being subject to homophobic verbal abuse.

The Spanish term “puto” is equivalent to the epithet “fag” in English and it seems to be thrown around freely at sporting events in the U.S. not only in the stands, but for one anonymous San Diego resident, in the parking lot at QualComm Stadium this past Sunday.

“I wore my USA soccer jersey with rainbow numbers that US Soccer sold for Pride month to the match. After having a group of 30 or so Mexico fans coordinate a “puto” chant directly at us in the parking lot, I was afraid to turn around in my seat or look around the stands for fear of making eye contact with the wrong person. Thinking about it makes me particularly emotional because I was attending with tickets I purchased through the San Diego naval base MWR office. I just returned from a trip to visit my husband stationed in the Middle East earlier this year where we constantly had to be vigilant about how we acted toward one another and who was around us. That’s not an experience I ever expected to have in 2017 America, much less California. But that’s the experience I relived again on Sunday.”

Earlier this year, the Mexican Football Federation appealed fines brought on by FIFA for using the slur. It’s reported that the language has transcended from soccer games and into other arenas such as NFL games.

The fan from Oklahoma has his own ideas about curbing the behavior:

“This chant is a part of Mexican soccer culture in general. Its engrained in their ways and its something that only changes when BIG steps are taken to combat it. A simple message about equality and inclusion by CONCACAF before a match or empty threats by both CONCACAF and FIFA arent enough. This issue goes much deeper into Mexican soccer culture than most people realize. Start putting real pressure on them. Start having them play matches in empty stadiums. If they are at an away fixture and their fans continue the chant, call the game and count it as a loss for the team. Until real measures are taken that show just how serious of an issue this is, nothing will change. Its time for FIFA and CONCACAF to step up and really play ball. Until they do, sadly, nothing will change.

The chant, when used in soccer games, is meant to intimidate an opposing goalkeeper taking a goal kick.",1
"A 20-year-old man has been sentenced to five years in prison after pleading no contest Tuesday to felony assault charges after shooting a drug dealer in Daly City during a narcotics transaction gone wrong last year. Jordan Manuel Perez met with the 24-year-old victim near a residence on Vendome Avenue on Aug. 24, 2016. When an argument broke out, Perez pulled out a gun and shot the dealer once in the abdomen before fleeing the scene, prosecutors said. The victim wasnt initially cooperative, but eventually allowed detectives to search his phone and they identified Perez as a suspect. The victim eventually identified Perez during a photo lineup. He pleaded no contest to felony assault with a firearm charges, admitting also to an enhancement for the infliction of great bodily injury. Perez is going in to his five-year sentence with 546 days credit for time served. Defense attorney Mark Camperi did not immediately respond to a request for comment on his clients behalf. — By Bay City News Service / Patch file photo by Renee Schiavone",0
"A man in San Francisco, California has been arrested by local authorities for targeting multiple Asian women in a series of attacks that have been classified as a hate crime.

The suspect identified as 19-year-old Agustin Garcia, is now under the custody of San Francisco police. He is facing a hate crime allegation and felony charges of assault with force likely to cause great bodily injury, battery with serious injuries, terrorist threats, and attempted kidnapping.

Officers from the Bayview precinct of the SFPD launched its investigation in August after a series of attacks targeting only Asian women occurred in San Bruno and Silver Avenues, San Bruno and Arleta Avenues, and San Bruno and Egbert Avenues.

Police said that Garcia lives in the area where the attacks happened.

Based on SFPD’s investigation, one of the victims suffered a nose fracture and a massive laceration that needed seven stitches. Another victim reportedly got her tooth broken.



In one of the attacks, Garcia was found to have followed one of his victims off the San Francisco Muni platform.

On Saturday, the police released a video of one of the attacks showing the suspect brutally assaulting an Asian woman without provocation, CBS reports.

In the short clip, multiple angles show Garcia following a woman along a sidewalk in San Francisco on August 10. Garcia can be seen temporarily halting and hiding behind a power pole before continuing the chase of his victim.

Feature image via SF Police Department",1
"By definition, a hate crime is any offense motivated solely or majorly by prejudice or bias based upon race, gender, creed and so forth. For example, take the white couple who terrorized an 8-year-old Black boy with Confederate flags and racial slurs. Or the Black Bowie State University student stabbed to death by a white student who is dually a member of a white supremacist Facebook group.

But according to a white security guard who alleges that Young Money mogul Lil Wayne committed one against him, all it takes is being called a “white boy” to qualify for such a violation.",1
"Maplewood and Brentwood survived the violent thunderstorm that swept St. Louis with little more than downed branches and electrical wires. Dispatchers for both cities reported no injuries. Jason Neubauer, a dispatcher with the St. Louis County East Central Police Dispatch, said there were some brush fires that resulted, but they were extinguished. East Central Dispatch covers Maplewood, Richmond Heights, Webster Groves, Clayton and Olivette. Around Maplewood, tree limbs were blocking Lohmeyer Avenue, Commomwealth Avenue, the 7200 block of Gayola Place, and Princeton Place at Bruno Avenue. Electrical wires were also down in some of those locations. The was on the scene in the 7200 block of Rule Avenue where a large branch fell across a house, but it missed the electrical wires. Neubauer said in some cases the roads will have to remain closed until the electric company can take care of the downed wires. On Sutton Boulevard, a chimney blew off the building and landed in parking lot. Fortunately it landed in one of the few empty parking spots in the lot. A dispatcher said downed branches and wires were the extent of the damage there.",0
"A man charged with killing an Indian national and wounding another in a shooting last year at a suburban Kansas City bar has pleaded guilty to premeditated first-degree murder.

Adam Purinton also pleaded guilty Tuesday to two counts of attempted premeditated murder.

Witnesses said Purinton, who is white, yelled get out of my country before shooting Srinivas Kuchibhotla and Alok Madasani at Austins Bar and Grill in Olathe, Kansas.

Kuchibhotla died in the shooting on Feb. 22, 2017. Madasani was injured. Another man, Ian Grillot, was wounded when he tried to intervene.

The shooting raised fears of more attacks on immigrants following President Donald Trumps election. Officials in India also expressed concern about their citizens safety in the United States, where many work in technology and other industries.

Kuchibhotla and Madasani worked as engineers at GPS-maker Garmin.

Purinton will be sentenced on May 4. He still faces federal hate crime charges.



",1
"The female suspect wanted by Virginia authorities for a vicious hammer attack on a couple driving from Florida to Massachusetts was arrested in New Jersey Wednesday morning.Angela Jones, 26, allegedly assaulted the man and his wife because they had a fancy boat and car and were white.The incident happened Saturday morning at a gas station and was apparently unprovoked.I hear this woman yelling something about a message, said Bob, the victim. I dont know who shes talking to...She gets in my face and says, You got a message for me with your fancy boat? She starts punching me, scratching at me.Authorities were able to identify Jones after a witness snapped a photograph. Bob, who lives in Uxbridge, Massachusetts, said he was refueling his Porsche SUV when Jones began taunting him and his wife Kathy with race and class-laced insults.She called my wife a white (expletive) and spit in her face, Bob said. She said, Ive got something in my car that I can put a hole in your boat. I thought it was a gun, but thank God it wasnt. It was a carpenter hammer.Police said Jones left substantial damage on the couples car and boat with that hammer, before she turned to attack Bob.She clawed him, Caroline County Sheriff Tony Lippa said. He took her to the ground to prevent her from doing any more damage.Jones jumped in her Jeep and drove off.Whatever she saw in us, she decided to teach me a lesson, I guess, Bob said.Jones faces malicious wounding, assault and destruction of property charges in what police are calling a hate crime.",1
"EAST FARMINGDALE, NY - Firefighters responded to a fire in a box truck in East Farmingdale on Friday afternoon. The East Farmingdale Fire Department responded to an engine compartment fire in a box truck on Florida Street. No injuries were reported.",0
"Its been one year since the death of 15-year-old Manassas Park High School student Katherine died in a car crash on Aug. 27 2011 in Goldsboro, NC. Her family was traveling through the small town as they family headed home from a vacation in Myrtle Beach, SC as Hurricane Irene move through the area. Family members said a driver ran an out-of-service traffic light and struck the sports utility vehicle Katherine was traveling inside with seven others. North Carolina authorities said the traffic light probably would have been operational if not for Hurricane Irenes high winds and rain. Katherines sudden death left the Manassas Park community reeling with grief. of the girl they affectionately called Momo. In the wake of her death, an all night vigil at her church and a candlelight memorial service was Want Manassas Park news and information in your inbox?  Learn more about free newsletters here.  Download the movie",0
"Story highlights Zackary Randalls was shot dead Tuesday in what police are calling a hate crime

He wouldnt want this to turn into any type of hateful reaction from anybody in the public, his longtime best friend said

(CNN) Zackary Randalls kids will know their father. That is the promise that Eddie Valencia is making to his best friend of 15 years, one of three white men shot dead Tuesday in Fresno, California, in what police are calling a hate crime.

We all have a different piece of him, a different relationship, and knew him at different times of his life, Valencia said, overcome with grief and barely able to speak. They will know their father, he said of Randalls 3-year-old daughter and 4-year-old son.

Valencia said he was the one to tell Randalls wife that her husband had died after he heard about it on social media.

He would do the same thing for me, he told CNNs Brooke Baldwin on Wednesday, just one day after his friends death.

Wearing an LA Dodgers baseball cap in honor of Randalls, a longtime Dodgers fan, Valencia described his friend as the best, a man who loved his two kids with everything that he had.

Read More",1
"MONTCLAIR, NJ — A fire at a two-story home on Mission Street in Montclair displaced multiple families on Easter Sunday. Video and photo footage of the fire documented extensive damage to the home as a result of the blaze, which began around 10 a.m., authorities said. Flames from the blaze spread to the homes next door, one of which was vacant and the other which was evacuated, News 12 New Jersey reported. The Montclair Fire Department stated Monday that fire damage was complete to the second floor, partial to the 3rd floor, smoke and water damage throughout the house. There was also minor damage to the homes on either side of the fire building. No injuries were reported and the cause of the fire is under investigation, Montclair fire officials said. An American Red Cross spokeswoman said that the fire displaced three or four families. Firefighters from Montclair, West Orange, Clifton, East Orange and Bloomfield assisted at the scene, NJ.com reported. The below video footage of the fire was filmed by Demonracer2.  Send local news tips, photos and press releases to eric.kiefer@patch.com File Photo: Wikimedia Commons",0
"Christopher M. Carboni, 22, of Branford Road in North Branford, was charged March 28 with creating a public disturbance. He was scheduled to appear in court April 11. Arresting officer: Robert J. Deko. Jessica M. DeMatteo, 42, of Pistapaug Road in North Branford, was charge March 26 with two separate counts of threatening. She was scheduled to appear in court March 27. Arresting officer: Philip J. Coleman. Grethen Flanagan, 35, of Middletown Avenue in Northford, was charged March 26 with criminal violation of a protective order. She was scheduled to appear in court March 27. Arresting officer: Ronald Ferrucci. Jordyn A. Hilgert, 23, of Branford Road in North Branford, was charged March 28 with creating a public disturbance. He was scheduled to appear in court April 11. Arresting officer: Robert J. Deko. Timothy Rodgerson, 20, of Leets Island Road in Branford, was charged March 26 with possession of a controlled substance or less than four ounces of marijuana. He was scheduled to appear in court April 4. Arresting officer: Robert J. Deko. Thomas Casey, 47, of Cottontail Lane in North Haven, was charged March 23 with operation of a motor vehicle while under the influence, failure to rive in a proper lane-multiple lane highway and carrying a firearm while under the influence. He was scheduled to appear in court April 2. Arresting officer: Brian R. Hannon. John Murphy, 51, of Main Street in Ivoryton, was charged March 18 with operation while under the influence, failure to drive in a proper lane-multiple lane highway, use and possession of drug paraphernalia and possession of a controlled substance or less than four ounces of marijuana. He was scheduled to appear in court March 27. Arresting officer: Brian R. Hannon. Allison Apuzzo, 20, of View Terrace in East Haven, was charged March 16 with failure to drive right, use or possession with intent to use drug paraphernalia with less than half-ounce of cannabis and possession of controlled substance or less than four ounces of marijuana. She was scheduled to appear in court April 4. Arresting officer: Christopher P. Miserendino. Larnell T. Jackosn, 26, of Kathryn Drive in Bridgeport, was charge March 16 with operation of a motor vehicle while under the influence and failure to drive in a proper lane-multiple lane highway. He was scheduled to appear in court March 26. Arresting officer: Mario X. Bernardo. Henry Krawiec, 55, of Wood Chase Lane in North Branford, was charged March 15 with evading responsibility, operation of a motor vehicle while under the influence and failure to drive right. He was scheduled to appear in court on March 27. Arresting officer: Thomas S. Pacelli. Francis S. Murawski, 51, of Flat Rock Road in Branford, was charged March 8 with operation while under the influence and failure to drive right. He was scheduled to appear in court March 18. Arresting officer: Anthony M. DeLuise. Joseph Reichbart, 29, of Kayevue Drive in Hamden, was charged March 5 with first-degree criminal mischief and second-degree criminal damage to landlords property. He was scheduled to appear in court March 12. Arresting officer: Ronald Ferrucci. Robbie J. Sansone, 39, of Harrison Avenue in Branford, was charged March 4 with interference with an emergency call, third-degree assault, first-degree threatening, first-degree strangulation, third-degree sexual assault and first-degree unlawful restraint. He was scheduled to appear in court March 5. Arresting officer: David P. Sheehan. Jillyanne Sault, 25, of Jay Place in North Branford, was charged March 7 with disorderly conduct. She was scheduled to appear in court March 10. Arresting officer: Ronald Ferrucci. Spencer Sault, 19, of Jay Place in North Branford, was charged March 7 with disorderly conduct. She was scheduled to appear in court March 10. Arresting officer: Ronald Ferrucci. Samuel Taylor, 21, of Quonnipaug Lane in Guilford, was charged March 1 with operation of a motor vehicle while under the influence and failure to drive right. He was scheduled to appear in court March 12. Arresting officer: Robert R. Simpson.",0
"Advocates welcomed the creation of a subcommittee on hate crimes in the Department of Justice (DOJ) last week following a series of recent attacks on South Asian Americans, but are also calling on the federal government to make sure that the group has the power to actually be effective.

DOJ was right to establish a hate crime subcommittee, but it remains to be seen whether this initiative will be fully resourced and fully protective of all Americans, including immigrants, religious minorities, and LGBT communities,” Rajdeep Singh Jolly, interim managing program director of The Sikh Coalition, told NBC News. “Anything less would be tokenism.

Attorney General Jeff Sessions speaks at a news conference at the Justice Department in Washington on March 2, 2017. Yuri Gripas / Reuters

Attorney General Jeff Sessions announced the creation of the subcommittee last week as part of the DOJs Task Force on Crime Reduction and Public Safety. The subcommittee will develop a plan to appropriately address hate crimes, according to a DOJ memo dated April 5.

In the memo, which was sent to U.S. attorney’s offices and DOJ department heads, Sessions wrote, “We must also protect the civil rights of all Americans, and we will not tolerate threats or acts of violence targeting any person or community in this country on the basis of their religious beliefs or background.

RELATED: FBI Investigating Shooting of Seattle-Area Sikh Man in Possible Hate Crime

He also announced a National Summit on Crime Reduction and Public Safety to be held within 120 days in partnership with law enforcement agencies, victims advocacy groups, and community advocacy organizations.

Three days before the announcement, 13 U.S. senators led by Sen. Maria Cantwell (D-WA) called on the Trump Administration to create a task force in response to increasing hate violence and threats against racial and religious minorities.

“Across the United States, we have seen hate violence and threats against religious and racial minorities become more and more commonplace,” Sen. Cantwell said in a statement. “These crimes and threats of violence fly in the face of our core values of tolerance, respect, and freedom of religion,”

RELATED: U.S. Hate Crimes Up 20 Percent in 2016, Fueled by Election Campaign: Report

In 2016, hate crimes rose 20 percent fueled by the election, according to research by the Center for the Study of Hate & Extremism at California State University, San Bernardino.

“Hate impacts us all,” Seattle-area Sikh community leader Jasmit Singh told NBC News. “We must do more to combat it in local communities across the United States and that starts with our federal officials making prevention of hate violence a top priority.”

Follow NBC Asian America on Facebook, Twitter, Instagram and Tumblr.",1
"This undated photo provided by the Fresno Police Department shows Kori Ali Muhammad a suspect in the Fresno, Calif., shooting on Tuesday, April 18, 2017. Muhammad was arrested on Tuesday shortly after the deadly morning rampage that left several dead according to police. (Fresno Police Department)

Kori Muhammad, the man accused of killing four men in a racially charged shooting in Fresno, California, said he was motivated by injustices committed against black people – in a phone call from jail to reporters.

“Someone has to fight for them,” he told KGPE. “Someone has to fight for all the people who died at the hands of racist white men.”

Police officials called the shootings a hate crime.

In the call, Muhammad cites the Flint Water Crisis and the crack cocaine epidemic, “and all the injustice and the tragedy my people go through as the reasons he didnt turn himself after first shooting an unarmed security guard at a Motel 6.



He said he considered turning himself in before going on a shooting spree motivated by those who benefit from white supremacy.

Prosecutors said he will undergo a mental competency evaluation next month.



",1
"The National Weather Service has issued a Hazardous Weather Outlook due to the potential for snow Tuesday afternoon and evening. The Hazardous Weather Outlook is in place for nearly all N.J. counties, except Bergen and Essex. According to the National Weather Service, snow showers may produce a light accumulation Tuesday afternoon and evening, hitting northwestern New Jersey the most. It would be the seasons first (real) snowfall. Here is the forecast: North Jersey Tuesday: Snow showers likely, mainly after 1 p.m. Cloudy, with a high near 32. Light and variable wind becoming south 8 to 13 mph in the morning. Chance of precipitation is 60 percent. Total daytime snow accumulation of less than a half inch possible. Tuesday night: A chance of snow showers, mainly before midnight. Mostly cloudy, with a low around 18. West wind 8 to 14 mph. Chance of precipitation is 40 percent. New snow accumulation of less than a half inch possible. Wednesday: A slight chance of snow showers before 3 p.m. Mostly sunny, with a high near 27. West wind 10 to 14 mph. Chance of precipitation is 20 percent. Central and South Jersey and Jersey Shore: Tuesday: A chance of showers, mainly after 1pm. Mostly cloudy, with a high near 45. Breezy, with a south wind 8 to 13 mph increasing to 17 to 22 mph in the afternoon. Chance of precipitation is 50 percent. New precipitation amounts of less than a 10th of an inch possible. Tuesday night: A slight chance of rain and snow showers before 8 p.m., then a slight chance of snow showers between 8 p.m. and 10 p.m.. Cloudy during the early evening, then gradual clearing, with a low around 22. Windy, with a west wind 22 to 28 mph, with gusts as high as 40 mph. Chance of precipitation is 20 percent. Wednesday: Sunny, with a high near 32. Breezy, with a west wind around 22 mph.",0
"LONG BEACH, CA –Long Beach police Thursday were searching for five men who carried out a dramatic armed robbery at a taco restaurant, putting guns to the heads of employees and making off with several hundred dollars in cash. The men burst into Tacos Mexico in the 5800 block of Cherry Avenue around 11 p.m. Wednesday, according to the Long Beach Police Department. Witnesses said the culprits, who wore ski masks, damaged video surveillance equipment at the restaurant, then held the employees at gunpoint. Everybody was terrified. Everybody had the gun touching the back of their head, Monica Rochin, whose family runs the restaurant, told NBC4. She told the station the restaurants cook heard the gun against his head being cocked, and he thought he was going to be shot (in) the head, execution style. Rochin said the robbers appeared to be nervous. It came to a point where one of the masks fell, and they picked it back up, and then one of the guns fell and he picked it back up. So they were nervous. You could tell they were new to this, she told Channel 4. Rochin said the culprits got away with several hundred dollars and three cell phones. The heist left employees traumatized. She said one of the female employees was just sick to her stomach. She was just throwing up and it was a mess. Everybody was in shock, even the customers, she said. It was unclear how many customers were in the eatery at the time. Rochin told NBC4 the restaurant had also been robbed last Saturday. No description of the suspects was released. Rochin said they drove away in a newer Honda Civic-type car. City News Service; Image via Shutterstock",0
"A Stow man was arrested after allegedly causing severe facial injuries to another man early Friday morning. At 12:48 a.m., Cuyahoga Falls police responded to an apartment in the 1800 block of 2nd Street in reference to a suspicious situation, according to a news release posted to the departments Facebook page. There, they discovered a 63-year-old man covered in blood, the news release stated. The victim reportedly told police that Neil Redington, 60, of Stow had beaten and kicked him when he told him to leave the apartment. The victim was taken to Akron City Hospital. Shortly after the incident, police arrested Redington in the apartment building after spotting his blood-covered hands. He was charged with felonious assault, a second-degree felony, and was taken to Cuyahoga Falls Jail. He appeared in Stow Municipal Court at 8:30 a.m. Friday. According to the Stow Municipal Clerk of Courts Office, his case will likely be bound over to the Summit County Court of Common Pleas in light of the felony charge.",0
"GOSHEN, NY — An Orange County man was sentenced July 27 for raping two teenage girls. Orange County District Attorney David M. Hoovler said Nicholas McAteer, 46, of Greenwood Lake, had pleaded guilty to two counts of first-degree rape and was sentenced to 18 years in prison, to be followed by a period of post-release supervision. At the time of his guilty plea, McAteer admitted to raping the two girls. The first girl was raped in 2007 when she was 18 years old. The second girl was 15 years old when he raped her in 2011. The judgment entered against McAteer satisfies an 82-count indictment, involving a series of sexual offenses he committed against the two girls over a number of years. Hoovler said sex offenses are among the most despicable acts that people can commit against others and can often have profound adverse impacts on victims, especially young ones. In my office, we have made it a priority to treat sex offenses involving child victims very seriously, and will seek appropriate, and significant, sentences for those crimes, he said. Todays sentence will, hopefully, bring some measure of justice and closure to the young people that this defendant victimized, and to their families, Hoovler said. Image via Shutterstock.",0
"The ATF is already involved, and the FBI has been notified of the incident

The Kansas City Police Department, the ATF, and now the FBI are all looking in to a church burglary, vandalism, and arson incident on the south side of the city.

The incident happened overnight at the Concord Fortress of Hope Church - a predominately black congregation off of Longview Parkway near the Ruskin Hills neighborhood.

Advertisement

Someone spray-painted racist graffiti, including the letters KKK and possibly a swastika on the front doors of the church, along with a racial slur.

The suspects broke into the church and set items inside on fire.

Authorities say that fire damage wasnt serious, however, the ATF has been called in to investigate.

The FBI has been notified of the incident as well due to the fact that it is a potential hate crime.

No surveillance has been released at this time.

Anyone with information is asked to call the TIPS Hotline at 816-474-TIPS.

AlertMe",1
"Governor Andrew Cuomo spent his Sunday in Israel, going on a one-day whirlwind trip through Jerusalem. State House reporter Zack Fink was the only local TV journalist to travel there with the governor and he filed this report.

Beginning his day at the Holocaust memorial, Yad Vesham in Jerusalem, Governor Cuomo laid a wreath to honor the victims.

Cuomo chose to come to Israel at a time when hate crimes, threats and anti-Semitism are on the rise in America and in New York.

We must live by the rule that an affront to one is an affront to all, Cuomo said. And that large fires start as small fires. And we must have zero tolerance for discrimination.

The second part of the trip was economic development. Using the springboard of standing with Israel, Cuomo looked to foster business ties between New York and the Jewish state.

After a luncheon with Israeli business leaders, Cuomo held a formal press conference where he addressed talk that he is considering running for president in 2020.

Its unfortunate in many ways because it suggests that a political nature to everything which frankly fuels cynicism about the whole process, Cuomo said.

On Sunday afternoon, Cuomo toured Jerusalems old city, and even left a message at the holy Western Wall. He also had an opportunity to meet with Israeli police who have an extensive video surveillance system to keep Jerusalem safe.

They have here a much more intense camera system, Cuomo said. What we do in New York is we tend to put together footage from private cameras that are in private buildings after the fact. They have their own camera system.

For the final leg of his tour, the Governor held an hour-long meeting with Israeli Prime Minister Benjamin Netanyahu. Cuomo spoke to us exclusively about that meeting just before boarding a plane and heading back to New York.

We set this trip up in two days the Prime Minister changes his schedule, the president of this, Cuomo said. Putney changes his schedule. The minister of defense could not have been any better during the meeting the police. So they were very happy that we were here.

This is the second time Cuomo came to Israel as Governor, the first was in 2014.",1
